Material,Coating Material,Temperature (°C),Density (g/cm³),Thermal Conductivity (W/m·K),Thermal Expansion (×10⁻⁶/°C),Normal Load (N),Sliding Speed (m/s),COF,Wear Rate (mm³/N·m),Hardness (HV),Lunar Contact
Inconel 718,Ag (Silver),77,8.19,11.88,13.34,50,1,0.1672,0.00000087846,524,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,1,0.001,0.058,0.00000000010023,511,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,1,0.001,0.2879,0.0000000022603,515,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,1,0.01,0.0581,0.00000000024254,509,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,1,0.01,0.2619,0.0000000074101,514,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,1,0.05,0.0592,0.00000000049099,503,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,1,0.05,0.2636,0.000000012592,512,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,1,0.1,0.0535,0.0000000006941,518,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,1,0.1,0.2732,0.000000018085,509,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,1,0.5,0.0522,0.0000000011941,510,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,1,0.5,0.2549,0.000000031874,517,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,1,1,0.0504,0.0000000014789,514,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,1,1,0.2449,0.000000044845,512,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,5,0.001,0.0602,0.00000000032689,511,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,5,0.001,0.2923,0.000000011708,511,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,5,0.01,0.0537,0.0000000010734,518,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,5,0.01,0.2678,0.000000025962,516,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,5,0.05,0.0543,0.0000000016863,517,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,5,0.05,0.2573,0.000000047841,513,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,5,0.1,0.0538,0.0000000022462,521,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,5,0.1,0.2649,0.000000062344,522,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,5,0.5,0.0495,0.0000000041374,510,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,5,0.5,0.2379,0.0000001332,521,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,5,1,0.0479,0.0000000063358,514,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,5,1,0.2364,0.00000016462,516,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,10,0.001,0.0538,0.00000000080881,519,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,10,0.001,0.2749,0.000000019556,516,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,10,0.01,0.0507,0.0000000018268,514,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,10,0.01,0.269,0.000000047812,515,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,10,0.05,0.0503,0.0000000035686,512,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,10,0.05,0.2637,0.000000086284,513,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,10,0.1,0.0538,0.0000000045542,515,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,10,0.1,0.2591,0.00000009521,522,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,10,0.5,0.0525,0.0000000079802,512,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,10,0.5,0.2475,0.00000025409,517,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,10,1,0.049,0.000000011943,513,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,10,1,0.2422,0.00000032454,509,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,20,0.001,0.0543,0.0000000013884,516,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,20,0.001,0.2714,0.000000039771,512,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,20,0.01,0.0492,0.0000000034861,527,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,20,0.01,0.2275,0.000000085626,515,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,20,0.05,0.0469,0.0000000056001,517,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,20,0.05,0.2586,0.0000001601,518,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,20,0.1,0.0466,0.0000000084921,516,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,20,0.1,0.2315,0.00000023504,515,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,20,0.5,0.0488,0.000000014876,521,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,20,0.5,0.1973,0.00000040256,512,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,20,1,0.0443,0.000000019792,512,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,20,1,0.1976,0.00000050872,504,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,50,0.001,0.0479,0.0000000027638,514,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,50,0.001,0.2056,0.00000007021,515,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,50,0.01,0.0431,0.0000000080676,518,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,50,0.01,0.195,0.00000019195,518,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,50,0.05,0.0405,0.000000013412,519,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,50,0.05,0.1954,0.00000033581,517,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,50,0.1,0.0385,0.000000018555,505,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,50,0.1,0.1814,0.00000038396,508,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,50,0.5,0.0341,0.000000026289,512,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,50,0.5,0.1753,0.00000086519,510,No
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,50,1,0.0359,0.00000004965,513,Yes
Inconel 718,Ag (Silver),127,8.19,11.9,13.36,50,1,0.1894,0.0000013387,512,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,1,0.001,0.0173,0.00000000010393,438,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,1,0.001,0.0554,0.0000000017774,448,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,1,0.01,0.019,0.00000000021658,441,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,1,0.01,0.0624,0.0000000042487,442,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,1,0.05,0.0171,0.00000000052907,441,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,1,0.05,0.0588,0.0000000088192,447,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,1,0.1,0.0166,0.00000000063945,434,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,1,0.1,0.0593,0.000000011775,436,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,1,0.5,0.0163,0.0000000011259,441,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,1,0.5,0.056,0.000000019231,433,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,1,1,0.0154,0.0000000015722,450,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,1,1,0.0543,0.000000032788,445,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,5,0.001,0.018,0.00000000037979,445,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,5,0.001,0.0581,0.0000000070846,446,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,5,0.01,0.0166,0.0000000011994,440,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,5,0.01,0.0608,0.000000021755,448,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,5,0.05,0.0165,0.000000001838,446,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,5,0.05,0.054,0.000000034328,435,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,5,0.1,0.0148,0.0000000027266,434,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,5,0.1,0.0549,0.000000048163,433,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,5,0.5,0.0146,0.0000000050841,440,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,5,0.5,0.0555,0.000000083233,435,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,5,1,0.0152,0.0000000069307,443,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,5,1,0.0532,0.00000010596,437,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,10,0.001,0.0175,0.00000000075812,434,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,10,0.001,0.0606,0.000000012875,443,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,10,0.01,0.0157,0.0000000016512,446,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,10,0.01,0.0545,0.000000029976,443,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,10,0.05,0.0164,0.0000000034573,443,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,10,0.05,0.0597,0.000000066543,432,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,10,0.1,0.0141,0.0000000045853,429,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,10,0.1,0.0511,0.000000081992,443,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,10,0.5,0.0152,0.0000000078993,444,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,10,0.5,0.0548,0.00000016552,450,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,10,1,0.0153,0.000000010503,435,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,10,1,0.0506,0.00000021723,444,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,20,0.001,0.0171,0.0000000013211,438,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,20,0.001,0.0569,0.00000002394,436,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,20,0.01,0.0147,0.0000000031672,444,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,20,0.01,0.0505,0.000000054899,441,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,20,0.05,0.0146,0.00000000584,434,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,20,0.05,0.0485,0.000000098249,437,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,20,0.1,0.0144,0.0000000077014,437,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,20,0.1,0.0514,0.00000014289,433,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,20,0.5,0.0131,0.000000014362,439,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,20,0.5,0.0423,0.00000023649,441,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,20,1,0.0136,0.000000018916,442,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,20,1,0.0447,0.00000032854,438,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,50,0.001,0.013,0.0000000030453,439,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,50,0.001,0.0512,0.000000045875,434,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,50,0.01,0.0125,0.0000000084766,442,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,50,0.01,0.0443,0.00000013953,444,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,50,0.05,0.0117,0.000000013997,439,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,50,0.05,0.0409,0.00000025978,438,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,50,0.1,0.0118,0.000000017463,433,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,50,0.1,0.0415,0.00000027999,438,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,50,0.5,0.011,0.000000030102,436,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,50,0.5,0.0375,0.00000070321,446,No
Inconel 718,PTFE,-173,8.19,8.9,11.2,50,1,0.0106,0.00000004732,438,Yes
Inconel 718,PTFE,-173,8.19,8.9,11.2,50,1,0.0325,0.00000083321,435,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,1,0.001,0.0175,0.00000000011073,448,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,1,0.001,0.066,0.0000000021274,445,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,1,0.01,0.0173,0.00000000024987,438,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,1,0.01,0.0614,0.0000000046964,441,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,1,0.05,0.0184,0.00000000050097,443,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,1,0.05,0.063,0.000000010603,433,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,1,0.1,0.0165,0.00000000077967,433,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,1,0.1,0.0645,0.000000012021,438,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,1,0.5,0.0153,0.0000000010713,441,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,1,0.5,0.0567,0.000000024366,438,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,1,1,0.0157,0.000000001744,446,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,1,1,0.0527,0.000000031051,439,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,5,0.001,0.0193,0.00000000043647,448,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,5,0.001,0.0619,0.0000000076924,436,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,5,0.01,0.0173,0.0000000010569,442,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,5,0.01,0.0591,0.000000019354,433,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,5,0.05,0.0179,0.0000000018718,440,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,5,0.05,0.0629,0.000000032695,438,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,5,0.1,0.0178,0.0000000030208,438,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,5,0.1,0.0541,0.000000046837,439,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,5,0.5,0.0158,0.0000000056434,439,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,5,0.5,0.0556,0.000000090993,436,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,5,1,0.0157,0.000000006386,440,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,5,1,0.0548,0.00000012567,444,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,10,0.001,0.0192,0.00000000077239,435,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,10,0.001,0.0583,0.000000012976,437,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,10,0.01,0.0142,0.0000000021594,438,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,10,0.01,0.0613,0.000000033964,442,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,10,0.05,0.0167,0.000000003728,445,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,10,0.05,0.0569,0.000000068695,438,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,10,0.1,0.0157,0.0000000046171,443,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,10,0.1,0.0554,0.000000092605,440,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,10,0.5,0.0143,0.000000008968,434,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,10,0.5,0.0517,0.00000019087,438,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,10,1,0.0154,0.000000011449,447,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,10,1,0.0503,0.00000022036,442,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,20,0.001,0.0159,0.0000000011662,439,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,20,0.001,0.0585,0.000000024899,431,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,20,0.01,0.0161,0.0000000039812,444,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,20,0.01,0.0533,0.000000056729,440,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,20,0.05,0.0153,0.0000000064149,440,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,20,0.05,0.0518,0.00000013116,441,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,20,0.1,0.0147,0.0000000089295,439,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,20,0.1,0.0507,0.00000014885,448,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,20,0.5,0.0139,0.000000014757,440,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,20,0.5,0.0446,0.00000027304,443,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,20,1,0.0145,0.000000022525,437,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,20,1,0.0487,0.00000038353,446,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,50,0.001,0.0134,0.0000000031328,431,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,50,0.001,0.0478,0.000000054323,433,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,50,0.01,0.0127,0.000000007172,438,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,50,0.01,0.0377,0.00000014686,432,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,50,0.05,0.0127,0.00000001472,440,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,50,0.05,0.0474,0.00000026382,441,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,50,0.1,0.0117,0.000000019434,444,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,50,0.1,0.0426,0.00000032975,449,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,50,0.5,0.0106,0.000000033281,439,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,50,0.5,0.0412,0.00000066716,442,No
Inconel 718,PTFE,-153,8.19,9.14,11.37,50,1,0.0115,0.000000052563,436,Yes
Inconel 718,PTFE,-153,8.19,9.14,11.37,50,1,0.0387,0.00000082348,431,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,1,0.001,0.0189,0.00000000010898,439,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,1,0.001,0.0669,0.0000000022332,440,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,1,0.01,0.0197,0.00000000027072,439,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,1,0.01,0.0658,0.0000000057141,444,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,1,0.05,0.018,0.00000000056254,431,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,1,0.05,0.0661,0.0000000098209,440,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,1,0.1,0.016,0.00000000072144,430,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,1,0.1,0.0626,0.00000001329,441,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,1,0.5,0.0186,0.0000000016121,441,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,1,0.5,0.0607,0.000000024065,444,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,1,1,0.0177,0.0000000018897,447,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,1,1,0.0595,0.000000035955,432,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,5,0.001,0.0178,0.00000000044385,438,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,5,0.001,0.0703,0.0000000083164,440,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,5,0.01,0.0162,0.0000000013379,434,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,5,0.01,0.0604,0.000000017755,438,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,5,0.05,0.0189,0.0000000019835,435,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,5,0.05,0.0574,0.000000039779,442,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,5,0.1,0.0161,0.0000000031091,442,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,5,0.1,0.0601,0.0000000521,439,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,5,0.5,0.0163,0.0000000048557,441,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,5,0.5,0.0621,0.000000098196,437,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,5,1,0.0152,0.0000000088483,437,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,5,1,0.0553,0.00000012585,429,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,10,0.001,0.0177,0.0000000008307,435,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,10,0.001,0.0602,0.000000011854,434,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,10,0.01,0.0178,0.0000000023198,432,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,10,0.01,0.0621,0.000000036936,433,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,10,0.05,0.0165,0.0000000036557,435,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,10,0.05,0.0563,0.00000007137,433,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,10,0.1,0.0166,0.0000000049591,432,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,10,0.1,0.0596,0.000000095891,440,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,10,0.5,0.0154,0.0000000094871,426,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,10,0.5,0.053,0.00000017721,437,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,10,1,0.0162,0.000000012673,437,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,10,1,0.0553,0.00000023757,426,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,20,0.001,0.0164,0.0000000015083,434,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,20,0.001,0.0647,0.000000028824,435,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,20,0.01,0.0171,0.000000003805,439,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,20,0.01,0.053,0.000000073388,435,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,20,0.05,0.0165,0.0000000075493,434,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,20,0.05,0.055,0.00000012444,439,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,20,0.1,0.0151,0.0000000094398,437,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,20,0.1,0.054,0.00000018562,432,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,20,0.5,0.0158,0.000000019644,438,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,20,0.5,0.0496,0.00000029362,445,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,20,1,0.0152,0.000000024223,443,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,20,1,0.0502,0.00000041526,431,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,50,0.001,0.0147,0.0000000031611,442,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,50,0.001,0.0465,0.000000056253,434,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,50,0.01,0.0133,0.0000000070715,438,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,50,0.01,0.0429,0.00000013634,444,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,50,0.05,0.0124,0.000000015217,436,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,50,0.05,0.044,0.00000025353,438,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,50,0.1,0.0123,0.00000001851,435,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,50,0.1,0.0422,0.00000035854,430,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,50,0.5,0.0126,0.000000041864,451,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,50,0.5,0.0459,0.00000072759,436,No
Inconel 718,PTFE,-123,8.19,9.5,11.63,50,1,0.0121,0.000000055405,440,Yes
Inconel 718,PTFE,-123,8.19,9.5,11.63,50,1,0.0414,0.0000010029,439,No
Inconel 718,PTFE,-93,8.19,9.85,11.89,1,0.001,0.0185,0.00000000013113,436,Yes
Inconel 718,PTFE,-93,8.19,9.85,11.89,1,0.001,0.07,0.0000000023738,426,No
Inconel 718,PTFE,-93,8.19,9.85,11.89,1,0.01,0.019,0.0000000002781,438,Yes
Inconel 718,PTFE,-93,8.19,9.85,11.89,1,0.01,0.0599,0.0000000051427,430,No
Inconel 718,PTFE,-93,8.19,9.85,11.89,1,0.05,0.0187,0.0000000006403,432,Yes
Inconel 718,PTFE,-93,8.19,9.85,11.89,1,0.05,0.0657,0.000000010893,434,No
Inconel 718,PTFE,-93,8.19,9.85,11.89,1,0.1,0.0172,0.00000000094396,446,Yes
Inconel 718,PTFE,-93,8.19,9.85,11.89,1,0.1,0.0655,0.000000013705,432,No
Inconel 718,PTFE,-93,8.19,9.85,11.89,1,0.5,0.0178,0.0000000014064,433,Yes
Inconel 718,PTFE,-93,8.19,9.85,11.89,1,0.5,0.0616,0.000000022797,435,No
Inconel 718,PTFE,-93,8.19,9.85,11.89,1,1,0.0167,0.0000000023856,430,Yes
Inconel 718,PTFE,-93,8.19,9.85,11.89,1,1,0.0605,0.000000039596,432,No
Inconel 718,PTFE,-93,8.19,9.85,11.89,5,0.001,0.0194,0.00000000051395,433,Yes
Inconel 718,PTFE,-93,8.19,9.85,11.89,5,0.001,0.0714,0.0000000097405,432,No
Inconel 718,PTFE,-93,8.19,9.85,11.89,5,0.01,0.02,0.0000000013533,437,Yes
Inconel 718,PTFE,-93,8.19,9.85,11.89,5,0.01,0.0582,0.000000018282,432,No
Inconel 718,PTFE,-93,8.19,9.85,11.89,5,0.05,0.0176,0.0000000023626,439,Yes
Inconel 718,PTFE,-93,8.19,9.85,11.89,5,0.05,0.0614,0.000000042148,441,No
Inconel 718,PTFE,-93,8.19,9.85,11.89,5,0.1,0.0172,0.0000000030542,434,Yes
Inconel 718,PTFE,-93,8.19,9.85,11.89,5,0.1,0.0587,0.000000058802,442,No
Inconel 718,PTFE,-93,8.19,9.85,11.89,5,0.5,0.0182,0.000000006831,440,Yes
Inconel 718,PTFE,-93,8.19,9.85,11.89,5,0.5,0.0607,0.0000001115,435,No
Inconel 718,PTFE,-93,8.19,9.85,11.89,5,1,0.0168,0.0000000089314,443,Yes
Inconel 718,PTFE,-93,8.19,9.85,11.89,5,1,0.0567,0.0000001331,440,No
Inconel 718,PTFE,-93,8.19,9.85,11.89,10,0.001,0.019,0.00000000082188,434,Yes
Inconel 718,PTFE,-93,8.19,9.85,11.89,10,0.001,0.066,0.000000014439,436,No
Inconel 718,PTFE,-93,8.19,9.85,11.89,10,0.01,0.0187,0.000000002348,428,Yes
Inconel 718,PTFE,-93,8.19,9.85,11.89,10,0.01,0.06,0.000000043648,433,No
Inconel 718,PTFE,-93,8.19,9.85,11.89,10,0.05,0.0182,0.0000000048496,432,Yes
Inconel 718,PTFE,-93,8.19,9.85,11.89,10,0.05,0.0565,0.000000072945,441,No
Inconel 718,PTFE,-93,8.19,9.85,11.89,10,0.1,0.0173,0.0000000058028,434,Yes
Inconel 718,PTFE,-93,8.19,9.85,11.89,10,0.1,0.0621,0.00000010815,431,No
Inconel 718,PTFE,-93,8.19,9.85,11.89,10,0.5,0.0161,0.000000011198,435,Yes
Inconel 718,PTFE,-93,8.19,9.85,11.89,10,0.5,0.0569,0.00000019951,435,No
